Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Arrivals (Tonnes),Price Date
1190,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1218,1548,1401,80.15,16 Aug 2025
1191,Vellore,vellore_market,Tomato,Local,FAQ,1375,1704,1541,49.63,16 Aug 2025
1192,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1281,1674,1481,65.77,16 Aug 2025
1193,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1638,2004,1851,145.89,16 Dec 2025
1194,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1376,1721,1561,186.57,16 Dec 2025
1195,Vellore,vellore_market,Tomato,Local,FAQ,1988,2491,2203,81.43,16 Dec 2025
1196,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1916,2252,2080,138.26,16 Dec 2025
1197,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1910,2362,2190,151.55,16 Feb 2025
1198,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2246,2843,2559,141.61,16 Feb 2025
1199,Vellore,vellore_market,Tomato,Local,FAQ,2593,3060,2833,87.23,16 Feb 2025
1200,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2039,2466,2197,154.72,16 Feb 2025
1201,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2187,2784,2476,145.68,16 Feb 2026
1202,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1900,2499,2177,158.45,16 Feb 2026
1203,Vellore,vellore_market,Tomato,Local,FAQ,2189,2828,2496,122.76,16 Feb 2026
1204,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1938,2403,2201,153.12,16 Feb 2026
1205,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2026,2461,2299,130.18,16 Jan 2025
1206,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2249,2807,2460,121.19,16 Jan 2025
1207,Vellore,vellore_market,Tomato,Local,FAQ,2329,2935,2643,82.34,16 Jan 2025
1208,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1551,1878,1726,202.64,16 Jan 2025
1209,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1754,2161,1908,188.57,16 Jan 2026
1210,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1690,2214,1947,178.81,16 Jan 2026
1211,Vellore,vellore_market,Tomato,Local,FAQ,1655,2019,1874,169.56,16 Jan 2026
1212,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1644,2103,1873,195.85,16 Jan 2026
1213,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1198,1493,1335,101.05,16 Jul 2025
1214,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1452,1819,1587,73.79,16 Jul 2025
1215,Vellore,vellore_market,Tomato,Local,FAQ,1370,1795,1570,55.12,16 Jul 2025
1216,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1343,1631,1448,78.99,16 Jul 2025
1217,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1590,1965,1715,79.87,16 Jul 2026
1218,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1370,1615,1495,76.17,16 Jul 2026
1219,Vellore,vellore_market,Tomato,Local,FAQ,1239,1500,1371,73.69,16 Jul 2026
1220,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1824,2245,2068,85.79,16 Jul 2026
1221,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1657,2029,1784,74.01,16 Jun 2025
1222,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1794,2267,1979,80.79,16 Jun 2025
1223,Vellore,vellore_market,Tomato,Local,FAQ,1543,1873,1681,71.14,16 Jun 2025
1224,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1278,1536,1423,114.2,16 Jun 2025
1225,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1353,1652,1490,121.39,16 Jun 2026
1226,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1664,2048,1869,90.78,16 Jun 2026
1227,Vellore,vellore_market,Tomato,Local,FAQ,1636,2135,1888,56.01,16 Jun 2026
1228,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2160,2690,2392,88.7,16 Jun 2026
1229,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2497,3144,2848,106.41,16 Mar 2025
1230,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2237,2669,2463,142.18,16 Mar 2025
1231,Vellore,vellore_market,Tomato,Local,FAQ,2134,2632,2392,114.05,16 Mar 2025
1232,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1696,2131,1914,190.1,16 Mar 2025
1233,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1942,2368,2157,150.13,16 Mar 2026
1234,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2012,2580,2307,165.24,16 Mar 2026
1235,Vellore,vellore_market,Tomato,Local,FAQ,2183,2755,2449,128.66,16 Mar 2026
1236,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1929,2324,2152,146.03,16 Mar 2026
1237,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1874,2231,2041,101.9,16 May 2025
1238,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1536,2038,1773,110.48,16 May 2025
1239,Vellore,vellore_market,Tomato,Local,FAQ,1864,2294,2039,75.62,16 May 2025
1240,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1759,2115,1911,116.88,16 May 2025
1241,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1846,2405,2145,95.48,16 May 2026
1242,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1915,2216,2070,112.97,16 May 2026
1243,Vellore,vellore_market,Tomato,Local,FAQ,2206,2773,2472,60.17,16 May 2026
1244,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1575,2031,1795,126.7,16 May 2026
1245,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1328,1706,1487,145.98,16 Nov 2025
1246,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1195,1495,1333,166.87,16 Nov 2025
1247,Vellore,vellore_market,Tomato,Local,FAQ,1701,2176,1930,76.69,16 Nov 2025
1248,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1371,1707,1515,133.93,16 Nov 2025
1249,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1080,1301,1165,148.05,16 Oct 2025
1250,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1580,1919,1761,79.42,16 Oct 2025
1251,Vellore,vellore_market,Tomato,Local,FAQ,1307,1629,1441,89.07,16 Oct 2025
1252,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1173,1460,1313,129.03,16 Oct 2025
1253,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1106,1378,1285,102.72,16 Sep 2025
1254,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,942,1171,1055,139.59,16 Sep 2025
1255,Vellore,vellore_market,Tomato,Local,FAQ,1142,1406,1297,70.6,16 Sep 2025
1256,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1131,1461,1286,95.75,16 Sep 2025
1257,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2350,2753,2551,98.96,17 Apr 2025
1258,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2086,2704,2352,113.11,17 Apr 2025
1259,Vellore,vellore_market,Tomato,Local,FAQ,2119,2621,2299,98.45,17 Apr 2025
1260,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1991,2449,2178,123.75,17 Apr 2025
1261,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1948,2453,2220,140.74,17 Apr 2026
1262,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2316,2925,2584,90.45,17 Apr 2026
1263,Vellore,vellore_market,Tomato,Local,FAQ,1680,2076,1823,134.28,17 Apr 2026
1264,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2123,2665,2404,114.44,17 Apr 2026
1265,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1353,1666,1493,59.57,17 Aug 2025
1266,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1252,1662,1447,71.96,17 Aug 2025
1267,Vellore,vellore_market,Tomato,Local,FAQ,1006,1266,1143,85.54,17 Aug 2025
1268,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,889,1082,973,146.66,17 Aug 2025
1269,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1850,2390,2085,128.91,17 Dec 2025
1270,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1707,2173,1894,139.14,17 Dec 2025
1271,Vellore,vellore_market,Tomato,Local,FAQ,1586,2066,1832,112.05,17 Dec 2025
1272,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1934,2435,2228,129.49,17 Dec 2025
1273,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1534,1914,1774,210.55,17 Feb 2025
1274,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2792,3463,3054,99.12,17 Feb 2025
1275,Vellore,vellore_market,Tomato,Local,FAQ,1729,2154,1965,165.79,17 Feb 2025
1276,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1985,2559,2248,150.47,17 Feb 2025
1277,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2498,3056,2836,113.25,17 Feb 2026
1278,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2067,2493,2255,138.83,17 Feb 2026
1279,Vellore,vellore_market,Tomato,Local,FAQ,2700,3191,2945,96.92,17 Feb 2026
1280,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2065,2572,2293,138.51,17 Feb 2026
1281,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2019,2446,2185,146.86,17 Jan 2025
1282,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1833,2191,2038,172.91,17 Jan 2025
1283,Vellore,vellore_market,Tomato,Local,FAQ,1996,2500,2233,111.69,17 Jan 2025
1284,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1577,1888,1750,192.71,17 Jan 2025
1285,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2079,2564,2323,127.7,17 Jan 2026
1286,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1991,2468,2288,134.09,17 Jan 2026
1287,Vellore,vellore_market,Tomato,Local,FAQ,2317,2927,2550,103.81,17 Jan 2026
1288,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2076,2522,2293,144.56,17 Jan 2026
1289,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1157,1474,1307,100.32,17 Jul 2025
1290,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1643,2097,1879,49.67,17 Jul 2025
1291,Vellore,vellore_market,Tomato,Local,FAQ,1452,1681,1567,53.92,17 Jul 2025
1292,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1417,1677,1563,71.89,17 Jul 2025
1293,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1599,1975,1746,79.54,17 Jul 2026
1294,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1577,1939,1754,57.92,17 Jul 2026
1295,Vellore,vellore_market,Tomato,Local,FAQ,1595,1951,1729,49.91,17 Jul 2026
1296,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1897,2273,2048,98.27,17 Jul 2026
1297,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1281,1532,1402,115.14,17 Jun 2025
1298,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1742,2185,1921,85.71,17 Jun 2025
1299,Vellore,vellore_market,Tomato,Local,FAQ,1674,2054,1914,56.03,17 Jun 2025
1300,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1739,2232,1955,71.73,17 Jun 2025
1301,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1493,1954,1716,98.01,17 Jun 2026
1302,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1865,2332,2133,64.61,17 Jun 2026
1303,Vellore,vellore_market,Tomato,Local,FAQ,1573,1912,1692,75.08,17 Jun 2026
1304,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2083,2637,2392,93.79,17 Jun 2026
1305,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2005,2394,2212,165.46,17 Mar 2025
1306,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2512,3057,2809,105.07,17 Mar 2025
1307,Vellore,vellore_market,Tomato,Local,FAQ,2333,2878,2548,102.43,17 Mar 2025
1308,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2187,2638,2357,131.35,17 Mar 2025
1309,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1937,2498,2195,154.33,17 Mar 2026
1310,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2494,3085,2713,112.72,17 Mar 2026
1311,Vellore,vellore_market,Tomato,Local,FAQ,2667,3118,2869,98.33,17 Mar 2026
1312,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1682,2158,1925,182.33,17 Mar 2026
1313,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1836,2308,2037,92.88,17 May 2025
1314,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1842,2276,2111,76.35,17 May 2025
1315,Vellore,vellore_market,Tomato,Local,FAQ,1911,2354,2118,74.89,17 May 2025
1316,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1529,1862,1725,136.98,17 May 2025
1317,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2065,2618,2295,90.13,17 May 2026
1318,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1890,2340,2144,101.3,17 May 2026
1319,Vellore,vellore_market,Tomato,Local,FAQ,1865,2370,2081,77.99,17 May 2026
1320,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1685,2026,1847,121.48,17 May 2026
1321,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1122,1454,1279,176.35,17 Nov 2025
1322,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1634,2035,1869,98.27,17 Nov 2025
1323,Vellore,vellore_market,Tomato,Local,FAQ,1342,1746,1544,118.67,17 Nov 2025
1324,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1377,1788,1594,115.19,17 Nov 2025
1325,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1086,1388,1234,132.84,17 Oct 2025
1326,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1391,1741,1530,107.26,17 Oct 2025
1327,Vellore,vellore_market,Tomato,Local,FAQ,1405,1771,1618,73.09,17 Oct 2025
1328,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1084,1405,1237,143.04,17 Oct 2025
1329,Vellore,vellore_arakkonam,Tomato,Local,FAQ,938,1199,1048,139.87,17 Sep 2025
1330,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1247,1565,1426,82.98,17 Sep 2025
1331,Vellore,vellore_market,Tomato,Local,FAQ,1233,1496,1379,60.88,17 Sep 2025
1332,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,992,1292,1127,119.45,17 Sep 2025
1333,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1550,1909,1765,190.4,18 Apr 2025
1334,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2626,3125,2878,80.34,18 Apr 2025
1335,Vellore,vellore_market,Tomato,Local,FAQ,1918,2289,2133,114.01,18 Apr 2025
1336,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2107,2587,2297,105.64,18 Apr 2025
1337,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1767,2277,1983,164.71,18 Apr 2026
1338,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2201,2555,2376,109.55,18 Apr 2026
1339,Vellore,vellore_market,Tomato,Local,FAQ,1680,2150,1940,114.99,18 Apr 2026
1340,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2014,2498,2298,123.53,18 Apr 2026
1341,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1120,1302,1207,88.29,18 Aug 2025
1342,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1350,1728,1565,59.03,18 Aug 2025
1343,Vellore,vellore_market,Tomato,Local,FAQ,1064,1340,1234,70.3,18 Aug 2025
1344,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1325,1693,1519,70.66,18 Aug 2025
1345,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1766,2143,1975,141.56,18 Dec 2025
1346,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1799,2272,2086,114.53,18 Dec 2025
1347,Vellore,vellore_market,Tomato,Local,FAQ,1325,1590,1449,163.34,18 Dec 2025
1348,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1798,2190,1996,141.76,18 Dec 2025
1349,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1971,2387,2191,145.93,18 Feb 2025
1350,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2172,2762,2413,139.25,18 Feb 2025
1351,Vellore,vellore_market,Tomato,Local,FAQ,2177,2732,2494,105.17,18 Feb 2025
1352,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2450,3162,2841,102.04,18 Feb 2025
1353,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2810,3358,3063,93.4,18 Feb 2026
1354,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2126,2622,2446,139.08,18 Feb 2026
1355,Vellore,vellore_market,Tomato,Local,FAQ,2462,3242,2856,99.93,18 Feb 2026
1356,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1615,2030,1818,220.8,18 Feb 2026
1357,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1771,2191,2030,187.94,18 Jan 2025
1358,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1860,2221,2038,168.4,18 Jan 2025
1359,Vellore,vellore_market,Tomato,Local,FAQ,2094,2545,2263,113.43,18 Jan 2025
1360,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1561,2030,1766,188.88,18 Jan 2025
1361,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1552,1819,1696,208.78,18 Jan 2026
1362,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2149,2744,2479,121.01,18 Jan 2026
1363,Vellore,vellore_market,Tomato,Local,FAQ,1928,2374,2079,138.26,18 Jan 2026
1364,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2557,3144,2905,98.68,18 Jan 2026
1365,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1340,1622,1448,85.14,18 Jul 2025
1366,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,992,1242,1093,129.14,18 Jul 2025
1367,Vellore,vellore_market,Tomato,Local,FAQ,1706,2056,1885,39.59,18 Jul 2025
1368,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1166,1527,1345,87.12,18 Jul 2025
1369,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1485,1956,1713,78.21,18 Jul 2026
1370,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1275,1673,1482,77.41,18 Jul 2026
1371,Vellore,vellore_market,Tomato,Local,FAQ,1684,2064,1823,48.32,18 Jul 2026
1372,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1835,2206,2023,87.66,18 Jul 2026
1373,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1553,1950,1723,80.74,18 Jun 2025
1374,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2019,2494,2231,68.09,18 Jun 2025
1375,Vellore,vellore_market,Tomato,Local,FAQ,1569,1975,1798,63.89,18 Jun 2025
1376,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1404,1784,1625,99.92,18 Jun 2025
1377,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1450,1804,1577,110.51,18 Jun 2026
1378,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1977,2377,2134,67.67,18 Jun 2026
1379,Vellore,vellore_market,Tomato,Local,FAQ,1773,2237,1965,56.73,18 Jun 2026
1380,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2088,2747,2390,147.27,18 Jun 2026
1381,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2076,2473,2292,149.56,18 Mar 2025
1382,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2470,3071,2722,110.56,18 Mar 2025
1383,Vellore,vellore_market,Tomato,Local,FAQ,1951,2355,2106,126.18,18 Mar 2025
1384,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2089,2415,2252,142.59,18 Mar 2025
1385,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1992,2421,2205,153.52,18 Mar 2026
1386,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2446,3213,2806,100.68,18 Mar 2026
1387,Vellore,vellore_market,Tomato,Local,FAQ,1811,2147,1952,167.95,18 Mar 2026
1388,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2438,3141,2787,96.83,18 Mar 2026
1389,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1661,2119,1872,108.51,18 May 2025
1390,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1698,2172,1925,94.34,18 May 2025
1391,Vellore,vellore_market,Tomato,Local,FAQ,1910,2243,2096,69.8,18 May 2025
1392,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1645,1942,1805,129.15,18 May 2025
1393,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2003,2370,2185,101.74,18 May 2026
1394,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2001,2490,2206,94.94,18 May 2026
1395,Vellore,vellore_market,Tomato,Local,FAQ,2112,2539,2285,66.14,18 May 2026
1396,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1653,1997,1857,117.66,18 May 2026
1397,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1335,1755,1541,122.04,18 Nov 2025
1398,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1484,1838,1671,118.81,18 Nov 2025
1399,Vellore,vellore_market,Tomato,Local,FAQ,1632,2002,1780,92.01,18 Nov 2025
1400,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1248,1555,1417,155.66,18 Nov 2025
1401,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1053,1391,1221,143.86,18 Oct 2025
1402,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1266,1531,1384,127.65,18 Oct 2025
1403,Vellore,vellore_market,Tomato,Local,FAQ,1549,1936,1738,66.22,18 Oct 2025
1404,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1385,1664,1517,103.0,18 Oct 2025
1405,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1128,1426,1262,96.59,18 Sep 2025
1406,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1472,1835,1667,60.15,18 Sep 2025
1407,Vellore,vellore_market,Tomato,Local,FAQ,893,1104,1003,104.85,18 Sep 2025
1408,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1235,1495,1336,80.03,18 Sep 2025
1409,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2359,2797,2589,94.43,19 Apr 2025
1410,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1968,2336,2174,132.76,19 Apr 2025
1411,Vellore,vellore_market,Tomato,Local,FAQ,2275,2987,2624,73.15,19 Apr 2025
1412,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1737,2079,1897,155.74,19 Apr 2025
1413,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1641,2107,1858,183.59,19 Apr 2026
1414,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1990,2436,2159,129.4,19 Apr 2026
1415,Vellore,vellore_market,Tomato,Local,FAQ,1887,2253,2084,95.11,19 Apr 2026
1416,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2181,2701,2373,122.17,19 Apr 2026
1417,Vellore,vellore_arakkonam,Tomato,Local,FAQ,984,1211,1107,105.28,19 Aug 2025
1418,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,991,1257,1098,107.89,19 Aug 2025
1419,Vellore,vellore_market,Tomato,Local,FAQ,1248,1568,1430,54.67,19 Aug 2025
1420,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1092,1298,1186,109.5,19 Aug 2025
1421,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1456,1783,1619,196.71,19 Dec 2025
1422,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1719,2132,1938,133.57,19 Dec 2025
1423,Vellore,vellore_market,Tomato,Local,FAQ,1727,2059,1907,112.05,19 Dec 2025
1424,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2136,2511,2306,114.91,19 Dec 2025
1425,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1684,2229,1953,185.47,19 Feb 2025
1426,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1870,2340,2088,180.66,19 Feb 2025
1427,Vellore,vellore_market,Tomato,Local,FAQ,1893,2434,2118,138.69,19 Feb 2025
1428,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1468,1808,1660,262.83,19 Feb 2025
1429,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2375,3057,2660,123.14,19 Feb 2026
1430,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2503,2914,2706,119.86,19 Feb 2026
1431,Vellore,vellore_market,Tomato,Local,FAQ,2716,3458,3108,76.51,19 Feb 2026
1432,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1732,2174,1967,196.14,19 Feb 2026
1433,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2066,2587,2327,145.59,19 Jan 2025
1434,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1769,2284,2013,168.37,19 Jan 2025
1435,Vellore,vellore_market,Tomato,Local,FAQ,1818,2175,1964,142.51,19 Jan 2025
1436,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1928,2396,2212,137.32,19 Jan 2025
1437,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1980,2505,2300,116.51,19 Jan 2026
1438,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2336,2833,2557,113.34,19 Jan 2026
1439,Vellore,vellore_market,Tomato,Local,FAQ,2112,2617,2336,102.03,19 Jan 2026
1440,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2027,2645,2342,150.03,19 Jan 2026
1441,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1410,1776,1622,65.48,19 Jul 2025
1442,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1337,1592,1457,79.27,19 Jul 2025
1443,Vellore,vellore_market,Tomato,Local,FAQ,940,1228,1079,105.63,19 Jul 2025
1444,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1198,1493,1347,87.88,19 Jul 2025
1445,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1485,1940,1689,79.86,19 Jul 2026
1446,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1196,1515,1369,90.08,19 Jul 2026
1447,Vellore,vellore_market,Tomato,Local,FAQ,1480,1882,1648,58.88,19 Jul 2026
1448,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1748,2218,2012,67.21,19 Jul 2026
1449,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1203,1502,1329,131.6,19 Jun 2025
1450,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2076,2664,2362,59.92,19 Jun 2025
1451,Vellore,vellore_market,Tomato,Local,FAQ,1606,1876,1730,68.93,19 Jun 2025
1452,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1543,1832,1663,95.67,19 Jun 2025
1453,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1608,2020,1788,85.89,19 Jun 2026
