Arrival_Date,Commodity,Commodity_Code,District,Grade,Market,Max_Price,Min_Price,Modal_Price,State,Variety
06/07/2026,Mango(Raw-Ripe),172,Vellore,Local,Pallikonda(Uzhavar Sandhai),1500,1500,1500.0,Tamil Nadu,Mango - Raw-Ripe
07/07/2026,Mango(Raw-Ripe),172,Vellore,Local,Pallikonda(Uzhavar Sandhai),1500,1500,1500.0,Tamil Nadu,Mango - Raw-Ripe
21/07/2026,Yam(Ratalu),297,Vellore,Local,Pallikonda(Uzhavar Sandhai),5600,5600,5600.0,Tamil Nadu,Yam (Ratalu)
26/07/2026,Yam(Ratalu),297,Vellore,Local,Pallikonda(Uzhavar Sandhai),5500,5500,5500.0,Tamil Nadu,Yam (Ratalu)
11/08/2026,Yam(Ratalu),297,Vellore,Local,Pallikonda(Uzhavar Sandhai),5500,4000,4750.0,Tamil Nadu,Yam (Ratalu)
12/08/2026,Yam(Ratalu),297,Vellore,Local,Pallikonda(Uzhavar Sandhai),5000,4500,4750.0,Tamil Nadu,Yam (Ratalu)
17/08/2026,Yam(Ratalu),297,Vellore,Local,Pallikonda(Uzhavar Sandhai),5500,5500,5500.0,Tamil Nadu,Yam (Ratalu)
06/07/2026,Yam(Ratalu),297,Vellore,Local,Pallikonda(Uzhavar Sandhai),4500,4500,4500.0,Tamil Nadu,Yam (Ratalu)
07/07/2026,Yam(Ratalu),297,Vellore,Local,Pallikonda(Uzhavar Sandhai),4500,4500,4500.0,Tamil Nadu,Yam (Ratalu)
08/07/2026,Yam(Ratalu),297,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,3000,3250.0,Tamil Nadu,Yam (Ratalu)
16/07/2026,Yam(Ratalu),297,Vellore,Local,Pallikonda(Uzhavar Sandhai),5500,4500,5000.0,Tamil Nadu,Yam (Ratalu)
11/07/2026,Brinjal,35,Vellore,Local,Pallikonda(Uzhavar Sandhai),5500,5000,5250.0,Tamil Nadu,Other
25/07/2026,Brinjal,35,Vellore,Local,Pallikonda(Uzhavar Sandhai),7000,6000,6500.0,Tamil Nadu,Other
07/07/2026,Garlic,25,Vellore,Local,Pallikonda(Uzhavar Sandhai),18000,18000,18000.0,Tamil Nadu,Garlic
20/07/2026,Garlic,25,Vellore,Local,Pallikonda(Uzhavar Sandhai),22000,22000,22000.0,Tamil Nadu,Garlic
26/07/2026,Garlic,25,Vellore,Local,Pallikonda(Uzhavar Sandhai),22000,22000,22000.0,Tamil Nadu,Garlic
30/07/2026,Garlic,25,Vellore,Local,Pallikonda(Uzhavar Sandhai),21000,21000,21000.0,Tamil Nadu,Garlic
27/07/2026,Garlic,25,Vellore,Local,Pallikonda(Uzhavar Sandhai),22000,22000,22000.0,Tamil Nadu,Garlic
05/07/2026,Garlic,25,Vellore,Local,Pallikonda(Uzhavar Sandhai),18000,18000,18000.0,Tamil Nadu,Garlic
09/08/2026,Banana,19,Vellore,Local,Pallikonda(Uzhavar Sandhai),6000,5000,5500.0,Tamil Nadu,Other
16/08/2026,Banana,19,Vellore,Local,Pallikonda(Uzhavar Sandhai),6000,5000,5500.0,Tamil Nadu,Other
24/07/2026,Green Chilli,87,Vellore,Local,Pallikonda(Uzhavar Sandhai),5000,5000,5000.0,Tamil Nadu,Green Chilly
04/08/2026,Green Chilli,87,Vellore,Local,Pallikonda(Uzhavar Sandhai),5500,4500,5000.0,Tamil Nadu,Green Chilly
05/08/2026,Green Chilli,87,Vellore,Local,Pallikonda(Uzhavar Sandhai),5000,4500,4750.0,Tamil Nadu,Green Chilly
06/08/2026,Green Chilli,87,Vellore,Local,Pallikonda(Uzhavar Sandhai),4500,4500,4500.0,Tamil Nadu,Green Chilly
08/08/2026,Green Chilli,87,Vellore,Local,Pallikonda(Uzhavar Sandhai),4500,4500,4500.0,Tamil Nadu,Green Chilly
10/08/2026,Green Chilli,87,Vellore,Local,Pallikonda(Uzhavar Sandhai),4600,4600,4600.0,Tamil Nadu,Green Chilly
11/08/2026,Green Chilli,87,Vellore,Local,Pallikonda(Uzhavar Sandhai),4500,4000,4250.0,Tamil Nadu,Green Chilly
12/08/2026,Green Chilli,87,Vellore,Local,Pallikonda(Uzhavar Sandhai),4500,4000,4250.0,Tamil Nadu,Green Chilly
15/08/2026,Green Chilli,87,Vellore,Local,Pallikonda(Uzhavar Sandhai),4500,4500,4500.0,Tamil Nadu,Green Chilly
06/07/2026,Green Chilli,87,Vellore,Local,Pallikonda(Uzhavar Sandhai),4500,4500,4500.0,Tamil Nadu,Green Chilly
12/07/2026,Green Chilli,87,Vellore,Local,Pallikonda(Uzhavar Sandhai),5000,4500,4750.0,Tamil Nadu,Green Chilly
13/07/2026,Green Chilli,87,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,3500,3500.0,Tamil Nadu,Green Chilly
17/07/2026,Green Chilli,87,Vellore,Local,Pallikonda(Uzhavar Sandhai),5000,5000,5000.0,Tamil Nadu,Green Chilly
19/07/2026,Green Chilli,87,Vellore,Local,Pallikonda(Uzhavar Sandhai),4000,4000,4000.0,Tamil Nadu,Green Chilly
21/07/2026,Green Chilli,87,Vellore,Local,Pallikonda(Uzhavar Sandhai),5000,5000,5000.0,Tamil Nadu,Green Chilly
10/07/2026,Pumpkin,84,Vellore,Local,Pallikonda(Uzhavar Sandhai),2500,2000,2250.0,Tamil Nadu,Pumpkin
14/07/2026,Pumpkin,84,Vellore,Local,Pallikonda(Uzhavar Sandhai),2500,2500,2500.0,Tamil Nadu,Pumpkin
12/07/2026,Bhindi(Ladies Finger),85,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,3000,3250.0,Tamil Nadu,Bhindi
19/07/2026,Pumpkin,84,Vellore,Local,Pallikonda(Uzhavar Sandhai),2000,2000,2000.0,Tamil Nadu,Pumpkin
13/07/2026,Bhindi(Ladies Finger),85,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,3500,3500.0,Tamil Nadu,Bhindi
17/07/2026,Bitter gourd,81,Vellore,Local,Pallikonda(Uzhavar Sandhai),6000,5500,5750.0,Tamil Nadu,Bitter Gourd
19/07/2026,Bhindi(Ladies Finger),85,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,3000,3250.0,Tamil Nadu,Bhindi
21/07/2026,Bhindi(Ladies Finger),85,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,3500,3500.0,Tamil Nadu,Bhindi
20/07/2026,Bhindi(Ladies Finger),85,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,3500,3500.0,Tamil Nadu,Bhindi
28/07/2026,Pumpkin,84,Vellore,Local,Pallikonda(Uzhavar Sandhai),2500,2500,2500.0,Tamil Nadu,Pumpkin
31/07/2026,Pumpkin,84,Vellore,Local,Pallikonda(Uzhavar Sandhai),2500,2000,2250.0,Tamil Nadu,Pumpkin
04/07/2026,Bottle gourd,82,Vellore,Local,Pallikonda(Uzhavar Sandhai),2500,2000,2250.0,Tamil Nadu,Bottle Gourd
07/08/2026,Pumpkin,84,Vellore,Local,Pallikonda(Uzhavar Sandhai),3000,2500,2750.0,Tamil Nadu,Pumpkin
09/08/2026,Pumpkin,84,Vellore,Local,Pallikonda(Uzhavar Sandhai),3000,3000,3000.0,Tamil Nadu,Pumpkin
10/08/2026,Pumpkin,84,Vellore,Local,Pallikonda(Uzhavar Sandhai),3000,3000,3000.0,Tamil Nadu,Pumpkin
10/07/2026,Bottle gourd,82,Vellore,Local,Pallikonda(Uzhavar Sandhai),2500,2500,2500.0,Tamil Nadu,Bottle Gourd
15/07/2026,Bottle gourd,82,Vellore,Local,Pallikonda(Uzhavar Sandhai),2500,2000,2250.0,Tamil Nadu,Bottle Gourd
13/07/2026,Bottle gourd,82,Vellore,Local,Pallikonda(Uzhavar Sandhai),2000,2000,2000.0,Tamil Nadu,Bottle Gourd
03/08/2026,Bhindi(Ladies Finger),85,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,3000,3250.0,Tamil Nadu,Bhindi
16/08/2026,Bitter gourd,81,Vellore,Local,Pallikonda(Uzhavar Sandhai),5000,4500,4750.0,Tamil Nadu,Bitter Gourd
31/07/2026,Bottle gourd,82,Vellore,Local,Pallikonda(Uzhavar Sandhai),2500,2000,2250.0,Tamil Nadu,Bottle Gourd
11/08/2026,Bhindi(Ladies Finger),85,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,3500,3500.0,Tamil Nadu,Bhindi
01/08/2026,Bottle gourd,82,Vellore,Local,Pallikonda(Uzhavar Sandhai),2500,2500,2500.0,Tamil Nadu,Bottle Gourd
02/07/2026,Ashgourd,83,Vellore,Local,Pallikonda(Uzhavar Sandhai),2500,2000,2250.0,Tamil Nadu,Gouard
03/07/2026,Ashgourd,83,Vellore,Local,Pallikonda(Uzhavar Sandhai),2500,2000,2250.0,Tamil Nadu,Gouard
09/07/2026,Ashgourd,83,Vellore,Local,Pallikonda(Uzhavar Sandhai),2500,2000,2250.0,Tamil Nadu,Gouard
12/07/2026,Ashgourd,83,Vellore,Local,Pallikonda(Uzhavar Sandhai),2500,2000,2250.0,Tamil Nadu,Gouard
10/07/2026,Ashgourd,83,Vellore,Local,Pallikonda(Uzhavar Sandhai),2500,2000,2250.0,Tamil Nadu,Gouard
03/07/2026,Pumpkin,84,Vellore,Local,Pallikonda(Uzhavar Sandhai),2500,2000,2250.0,Tamil Nadu,Pumpkin
06/07/2026,Bhindi(Ladies Finger),85,Vellore,Local,Pallikonda(Uzhavar Sandhai),3000,3000,3000.0,Tamil Nadu,Bhindi
08/07/2026,Pumpkin,84,Vellore,Local,Pallikonda(Uzhavar Sandhai),2500,2000,2250.0,Tamil Nadu,Pumpkin
04/08/2026,Bottle gourd,82,Vellore,Local,Pallikonda(Uzhavar Sandhai),2500,2500,2500.0,Tamil Nadu,Bottle Gourd
18/08/2026,Bottle gourd,82,Vellore,Local,Pallikonda(Uzhavar Sandhai),2500,2000,2250.0,Tamil Nadu,Bottle Gourd
26/07/2026,Ashgourd,83,Vellore,Local,Pallikonda(Uzhavar Sandhai),2500,2500,2500.0,Tamil Nadu,Gouard
11/07/2026,Cluster beans,80,Vellore,Local,Pallikonda(Uzhavar Sandhai),4000,4000,4000.0,Tamil Nadu,Cluster Beans
30/07/2026,Ashgourd,83,Vellore,Local,Pallikonda(Uzhavar Sandhai),2500,2500,2500.0,Tamil Nadu,Gouard
28/07/2026,Ashgourd,83,Vellore,Local,Pallikonda(Uzhavar Sandhai),2500,2500,2500.0,Tamil Nadu,Gouard
06/08/2026,Ashgourd,83,Vellore,Local,Pallikonda(Uzhavar Sandhai),3000,2500,2750.0,Tamil Nadu,Gouard
08/08/2026,Ashgourd,83,Vellore,Local,Pallikonda(Uzhavar Sandhai),2500,2500,2500.0,Tamil Nadu,Gouard
07/08/2026,Ashgourd,83,Vellore,Local,Pallikonda(Uzhavar Sandhai),2500,2500,2500.0,Tamil Nadu,Gouard
11/08/2026,Bottle gourd,82,Vellore,Local,Pallikonda(Uzhavar Sandhai),2000,2000,2000.0,Tamil Nadu,Bottle Gourd
17/08/2026,Pumpkin,84,Vellore,Local,Pallikonda(Uzhavar Sandhai),2500,2500,2500.0,Tamil Nadu,Pumpkin
03/08/2026,Bottle gourd,82,Vellore,Local,Pallikonda(Uzhavar Sandhai),2500,2500,2500.0,Tamil Nadu,Bottle Gourd
04/08/2026,Snakeguard,156,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,3500,3500.0,Tamil Nadu,Snakeguard
04/07/2026,Cabbage,154,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,3000,3250.0,Tamil Nadu,Cabbage
03/07/2026,Cabbage,154,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,3500,3500.0,Tamil Nadu,Cabbage
08/07/2026,Cabbage,154,Vellore,Local,Pallikonda(Uzhavar Sandhai),3000,3000,3000.0,Tamil Nadu,Cabbage
09/07/2026,Cabbage,154,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,3000,3250.0,Tamil Nadu,Cabbage
12/08/2026,Snakeguard,156,Vellore,Local,Pallikonda(Uzhavar Sandhai),3000,3000,3000.0,Tamil Nadu,Snakeguard
20/07/2026,Cabbage,154,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,3500,3500.0,Tamil Nadu,Cabbage
24/07/2026,Cabbage,154,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,3500,3500.0,Tamil Nadu,Cabbage
30/07/2026,Cabbage,154,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,3500,3500.0,Tamil Nadu,Cabbage
28/07/2026,Cabbage,154,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,3500,3500.0,Tamil Nadu,Cabbage
01/08/2026,Cabbage,154,Vellore,Local,Pallikonda(Uzhavar Sandhai),4000,4000,4000.0,Tamil Nadu,Cabbage
02/08/2026,Cabbage,154,Vellore,Local,Pallikonda(Uzhavar Sandhai),4000,4000,4000.0,Tamil Nadu,Cabbage
07/08/2026,Cabbage,154,Vellore,Local,Pallikonda(Uzhavar Sandhai),3000,3000,3000.0,Tamil Nadu,Cabbage
06/08/2026,Guava,185,Vellore,Local,Pallikonda(Uzhavar Sandhai),5000,4500,4750.0,Tamil Nadu,Guava Allahabad
18/08/2026,Guava,185,Vellore,Local,Pallikonda(Uzhavar Sandhai),4500,4000,4250.0,Tamil Nadu,Guava Allahabad
01/07/2026,Snakeguard,156,Vellore,Local,Pallikonda(Uzhavar Sandhai),3000,3000,3000.0,Tamil Nadu,Snakeguard
02/07/2026,Snakeguard,156,Vellore,Local,Pallikonda(Uzhavar Sandhai),3000,2500,2750.0,Tamil Nadu,Snakeguard
08/07/2026,Snakeguard,156,Vellore,Local,Pallikonda(Uzhavar Sandhai),2500,2500,2500.0,Tamil Nadu,Snakeguard
17/07/2026,Snakeguard,156,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,3500,3500.0,Tamil Nadu,Snakeguard
03/07/2026,Guava,185,Vellore,Local,Pallikonda(Uzhavar Sandhai),5000,4000,4500.0,Tamil Nadu,Guava Allahabad
12/07/2026,Guava,185,Vellore,Local,Pallikonda(Uzhavar Sandhai),4500,4000,4250.0,Tamil Nadu,Guava Allahabad
11/07/2026,Guava,185,Vellore,Local,Pallikonda(Uzhavar Sandhai),5000,4000,4500.0,Tamil Nadu,Guava Allahabad
18/07/2026,Guava,185,Vellore,Local,Pallikonda(Uzhavar Sandhai),4500,4000,4250.0,Tamil Nadu,Guava Allahabad
23/07/2026,Guava,185,Vellore,Local,Pallikonda(Uzhavar Sandhai),4500,4000,4250.0,Tamil Nadu,Guava Allahabad
30/07/2026,Guava,185,Vellore,Local,Pallikonda(Uzhavar Sandhai),4500,4500,4500.0,Tamil Nadu,Guava Allahabad
12/08/2026,Cabbage,154,Vellore,Local,Pallikonda(Uzhavar Sandhai),2500,2500,2500.0,Tamil Nadu,Cabbage
15/08/2026,Cabbage,154,Vellore,Local,Pallikonda(Uzhavar Sandhai),3000,3000,3000.0,Tamil Nadu,Cabbage
02/07/2026,Knool Khol,177,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,3500,3500.0,Tamil Nadu,Knool Khol
13/07/2026,Knool Khol,177,Vellore,Local,Pallikonda(Uzhavar Sandhai),4000,4000,4000.0,Tamil Nadu,Knool Khol
31/07/2026,Snakeguard,156,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,3000,3250.0,Tamil Nadu,Snakeguard
17/08/2026,Snakeguard,156,Vellore,Local,Pallikonda(Uzhavar Sandhai),2500,2500,2500.0,Tamil Nadu,Snakeguard
13/07/2026,Banana - Green,90,Vellore,Local,Pallikonda(Uzhavar Sandhai),3000,3000,3000.0,Tamil Nadu,Banana - Green
05/08/2026,Banana - Green,90,Vellore,Local,Pallikonda(Uzhavar Sandhai),3000,2500,2750.0,Tamil Nadu,Banana - Green
27/07/2026,Bhindi(Ladies Finger),85,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,3500,3500.0,Tamil Nadu,Bhindi
27/07/2026,Bitter gourd,81,Vellore,Local,Pallikonda(Uzhavar Sandhai),5500,5500,5500.0,Tamil Nadu,Bitter Gourd
07/07/2026,Bottle gourd,82,Vellore,Local,Pallikonda(Uzhavar Sandhai),2500,2500,2500.0,Tamil Nadu,Bottle Gourd
08/07/2026,Bottle gourd,82,Vellore,Local,Pallikonda(Uzhavar Sandhai),2000,2000,2000.0,Tamil Nadu,Bottle Gourd
31/07/2026,Bitter gourd,81,Vellore,Local,Pallikonda(Uzhavar Sandhai),6000,5000,5500.0,Tamil Nadu,Bitter Gourd
16/07/2026,Tomato,78,Vellore,Local,Pallikonda(Uzhavar Sandhai),2000,1800,1900.0,Tamil Nadu,Deshi
21/07/2026,Tomato,78,Vellore,Local,Pallikonda(Uzhavar Sandhai),2000,2000,2000.0,Tamil Nadu,Deshi
27/07/2026,Tomato,78,Vellore,Local,Pallikonda(Uzhavar Sandhai),1800,1800,1800.0,Tamil Nadu,Deshi
29/07/2026,Tomato,78,Vellore,Local,Pallikonda(Uzhavar Sandhai),1800,1500,1650.0,Tamil Nadu,Deshi
31/07/2026,Tomato,78,Vellore,Local,Pallikonda(Uzhavar Sandhai),1800,1600,1700.0,Tamil Nadu,Deshi
01/08/2026,Tomato,78,Vellore,Local,Pallikonda(Uzhavar Sandhai),1600,1400,1500.0,Tamil Nadu,Deshi
05/08/2026,Tomato,78,Vellore,Local,Pallikonda(Uzhavar Sandhai),1800,1600,1700.0,Tamil Nadu,Deshi
07/08/2026,Tomato,78,Vellore,Local,Pallikonda(Uzhavar Sandhai),1800,1600,1700.0,Tamil Nadu,Deshi
18/08/2026,Tomato,78,Vellore,Local,Pallikonda(Uzhavar Sandhai),2400,2000,2200.0,Tamil Nadu,Deshi
02/07/2026,Coriander(Leaves),43,Vellore,Local,Pallikonda(Uzhavar Sandhai),4500,4500,4500.0,Tamil Nadu,I Sort
05/07/2026,Coriander(Leaves),43,Vellore,Local,Pallikonda(Uzhavar Sandhai),4500,4500,4500.0,Tamil Nadu,I Sort
16/07/2026,Coriander(Leaves),43,Vellore,Local,Pallikonda(Uzhavar Sandhai),5500,5500,5500.0,Tamil Nadu,I Sort
21/07/2026,Coriander(Leaves),43,Vellore,Local,Pallikonda(Uzhavar Sandhai),5500,5500,5500.0,Tamil Nadu,I Sort
04/07/2026,Thondekai,162,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,3000,3250.0,Tamil Nadu,Thondekai
07/07/2026,Thondekai,162,Vellore,Local,Pallikonda(Uzhavar Sandhai),3000,3000,3000.0,Tamil Nadu,Thondekai
08/07/2026,Thondekai,162,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,3000,3250.0,Tamil Nadu,Thondekai
10/07/2026,Thondekai,162,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,3000,3250.0,Tamil Nadu,Thondekai
22/07/2026,Thondekai,162,Vellore,Local,Pallikonda(Uzhavar Sandhai),4500,4500,4500.0,Tamil Nadu,Thondekai
23/07/2026,Thondekai,162,Vellore,Local,Pallikonda(Uzhavar Sandhai),4500,4500,4500.0,Tamil Nadu,Thondekai
27/07/2026,Thondekai,162,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,3500,3500.0,Tamil Nadu,Thondekai
03/07/2026,Raddish,161,Vellore,Local,Pallikonda(Uzhavar Sandhai),3000,3000,3000.0,Tamil Nadu,Raddish
26/07/2026,Raddish,161,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,3500,3500.0,Tamil Nadu,Raddish
30/07/2026,Raddish,161,Vellore,Local,Pallikonda(Uzhavar Sandhai),3000,3000,3000.0,Tamil Nadu,Raddish
28/07/2026,Raddish,161,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,3500,3500.0,Tamil Nadu,Raddish
07/08/2026,Raddish,161,Vellore,Local,Pallikonda(Uzhavar Sandhai),3000,3000,3000.0,Tamil Nadu,Raddish
09/08/2026,Raddish,161,Vellore,Local,Pallikonda(Uzhavar Sandhai),3000,3000,3000.0,Tamil Nadu,Raddish
18/07/2026,Coconut,138,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,2500,3000.0,Tamil Nadu,Coconut
19/07/2026,Coconut,138,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,2500,3000.0,Tamil Nadu,Coconut
20/07/2026,Coconut,138,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,3000,3250.0,Tamil Nadu,Coconut
29/07/2026,Coconut,138,Vellore,Local,Pallikonda(Uzhavar Sandhai),3000,2500,2750.0,Tamil Nadu,Coconut
03/08/2026,Coconut,138,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,3000,3250.0,Tamil Nadu,Coconut
10/08/2026,Coconut,138,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,3000,3250.0,Tamil Nadu,Coconut
16/08/2026,Coconut,138,Vellore,Local,Pallikonda(Uzhavar Sandhai),4000,3500,3750.0,Tamil Nadu,Coconut
18/08/2026,Coconut,138,Vellore,Local,Pallikonda(Uzhavar Sandhai),4000,3500,3750.0,Tamil Nadu,Coconut
05/07/2026,Coconut,138,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,2500,3000.0,Tamil Nadu,Coconut
07/07/2026,Coconut,138,Vellore,Local,Pallikonda(Uzhavar Sandhai),3000,2500,2750.0,Tamil Nadu,Coconut
09/07/2026,Coconut,138,Vellore,Local,Pallikonda(Uzhavar Sandhai),3000,2000,2500.0,Tamil Nadu,Coconut
14/07/2026,Coconut,138,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,3000,3250.0,Tamil Nadu,Coconut
15/07/2026,Coconut,138,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,2500,3000.0,Tamil Nadu,Coconut
10/08/2026,Raddish,161,Vellore,Local,Pallikonda(Uzhavar Sandhai),3000,3000,3000.0,Tamil Nadu,Raddish
14/08/2026,Raddish,161,Vellore,Local,Pallikonda(Uzhavar Sandhai),3000,3000,3000.0,Tamil Nadu,Raddish
17/08/2026,Raddish,161,Vellore,Local,Pallikonda(Uzhavar Sandhai),3000,3000,3000.0,Tamil Nadu,Raddish
19/08/2026,Raddish,161,Vellore,Local,Pallikonda(Uzhavar Sandhai),3000,3000,3000.0,Tamil Nadu,Raddish
16/08/2026,Bottle gourd,82,Vellore,Local,Pallikonda(Uzhavar Sandhai),2500,2000,2250.0,Tamil Nadu,Bottle Gourd
10/08/2026,Banana - Green,90,Vellore,Local,Pallikonda(Uzhavar Sandhai),3000,3000,3000.0,Tamil Nadu,Banana - Green
01/07/2026,Bitter gourd,81,Vellore,Local,Pallikonda(Uzhavar Sandhai),5500,5500,5500.0,Tamil Nadu,Bitter Gourd
30/07/2026,Pumpkin,84,Vellore,Local,Pallikonda(Uzhavar Sandhai),2000,2000,2000.0,Tamil Nadu,Pumpkin
26/07/2026,Bitter gourd,81,Vellore,Local,Pallikonda(Uzhavar Sandhai),5500,5500,5500.0,Tamil Nadu,Bitter Gourd
04/08/2026,Cluster beans,80,Vellore,Local,Pallikonda(Uzhavar Sandhai),4000,4000,4000.0,Tamil Nadu,Cluster Beans
05/07/2026,Banana - Green,90,Vellore,Local,Pallikonda(Uzhavar Sandhai),3000,3000,3000.0,Tamil Nadu,Banana - Green
09/07/2026,Banana - Green,90,Vellore,Local,Pallikonda(Uzhavar Sandhai),3000,3000,3000.0,Tamil Nadu,Banana - Green
08/07/2026,Cluster beans,80,Vellore,Local,Pallikonda(Uzhavar Sandhai),4500,4500,4500.0,Tamil Nadu,Cluster Beans
02/07/2026,Tomato,78,Vellore,Local,Pallikonda(Uzhavar Sandhai),2200,2000,2100.0,Tamil Nadu,Deshi
03/07/2026,Tomato,78,Vellore,Local,Pallikonda(Uzhavar Sandhai),2000,2000,2000.0,Tamil Nadu,Deshi
10/07/2026,Tomato,78,Vellore,Local,Pallikonda(Uzhavar Sandhai),1800,1500,1650.0,Tamil Nadu,Deshi
15/07/2026,Tomato,78,Vellore,Local,Pallikonda(Uzhavar Sandhai),1800,1500,1650.0,Tamil Nadu,Deshi
02/07/2026,Mango,20,Vellore,Local,Pallikonda(Uzhavar Sandhai),5000,4000,4500.0,Tamil Nadu,Other
05/07/2026,Mango,20,Vellore,Local,Pallikonda(Uzhavar Sandhai),5000,4000,4500.0,Tamil Nadu,Other
01/07/2026,Onion,23,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,3500,3500.0,Tamil Nadu,Bellary
05/07/2026,Onion,23,Vellore,Local,Pallikonda(Uzhavar Sandhai),3600,3600,3600.0,Tamil Nadu,Bellary
04/07/2026,Onion,23,Vellore,Local,Pallikonda(Uzhavar Sandhai),3600,3200,3400.0,Tamil Nadu,Bellary
07/07/2026,Onion,23,Vellore,Local,Pallikonda(Uzhavar Sandhai),3500,3500,3500.0,Tamil Nadu,Bellary
04/07/2026,Banana,19,Vellore,Local,Pallikonda(Uzhavar Sandhai),6000,5000,5500.0,Tamil Nadu,Other
11/07/2026,Onion,23,Vellore,Local,Pallikonda(Uzhavar Sandhai),3400,3000,3200.0,Tamil Nadu,Bellary
06/07/2026,Banana,19,Vellore,Local,Pallikonda(Uzhavar Sandhai),6000,5000,5500.0,Tamil Nadu,Besrai
11/08/2026,Banana,19,Vellore,Local,Pallikonda(Uzhavar Sandhai),6000,5000,5500.0,Tamil Nadu,Besrai
05/08/2026,Onion,23,Vellore,Local,Pallikonda(Uzhavar Sandhai),3800,3600,3700.0,Tamil Nadu,Bellary
10/08/2026,Onion,23,Vellore,Local,Pallikonda(Uzhavar Sandhai),3600,3600,3600.0,Tamil Nadu,Bellary
12/08/2026,Onion,23,Vellore,Local,Pallikonda(Uzhavar Sandhai),3800,3500,3650.0,Tamil Nadu,Bellary
01/07/2026,Potato,24,Vellore,Local,Pallikonda(Uzhavar Sandhai),2200,2200,2200.0,Tamil Nadu,Red Nanital
04/07/2026,Potato,24,Vellore,Local,Pallikonda(Uzhavar Sandhai),2500,2500,2500.0,Tamil Nadu,Red Nanital
08/07/2026,Potato,24,Vellore,Local,Pallikonda(Uzhavar Sandhai),2600,2200,2400.0,Tamil Nadu,Red Nanital
09/07/2026,Potato,24,Vellore,Local,Pallikonda(Uzhavar Sandhai),2600,2200,2400.0,Tamil Nadu,Red Nanital
13/07/2026,Potato,24,Vellore,Local,Pallikonda(Uzhavar Sandhai),2200,2200,2200.0,Tamil Nadu,Red Nanital
21/07/2026,Potato,24,Vellore,Local,Pallikonda(Uzhavar Sandhai),3000,2200,2600.0,Tamil Nadu,Red Nanital
23/07/2026,Potato,24,Vellore,Local,Pallikonda(Uzhavar Sandhai),3000,2500,2750.0,Tamil Nadu,Red Nanital
10/08/2026,Garlic,25,Vellore,Local,Pallikonda(Uzhavar Sandhai),21000,21000,21000.0,Tamil Nadu,Garlic
12/08/2026,Garlic,25,Vellore,Local,Pallikonda(Uzhavar Sandhai),20000,19000,19500.0,Tamil Nadu,Garlic
14/08/2026,Garlic,25,Vellore,Local,Pallikonda(Uzhavar Sandhai),20000,19000,19500.0,Tamil Nadu,Garlic
14/07/2026,Tapioca,100,Vellore,Local,Pallikonda(Uzhavar Sandhai),3000,3000,3000.0,Tamil Nadu,Tapioca
02/08/2026,Potato,24,Vellore,Local,Pallikonda(Uzhavar Sandhai),3000,2800,2900.0,Tamil Nadu,Red Nanital
13/08/2026,Potato,24,Vellore,Local,Pallikonda(Uzhavar Sandhai),3000,2800,2900.0,Tamil Nadu,Red Nanital
19/08/2026,Potato,24,Vellore,Local,Pallikonda(Uzhavar Sandhai),3000,2500,2750.0,Tamil Nadu,Red Nanital
22/07/2026,Coriander(Leaves),43,Vellore,Local,Pallikonda(Uzhavar Sandhai),5500,5500,5500.0,Tamil Nadu,I Sort
